current_figure_number,tex_file,label,section,current_image_path,short_title,long_caption,action,replacement_image,border_needed,ocr_needed,target_section,duplicate_of,delete_confirmed
7.7,chap7/fairness_explainability.tex,fig:shap_lgbm,LightGBM,pptx/SHAP explainability - LightGBM - traditional.png,SHAP feature importance for LightGBM: Traditional (left) vs Combined (right),"SHAP feature importance for LightGBM: Traditional (left) vs Combined (right). The combined model leverages aggregated data from previous applications and instalment payment history, producing the most diversified feature importance profile.",included,,no,no,LightGBM,,no
7.1,chap7/fairness_explainability.tex,fig:shap_lr,Logistic Regression,pptx/SHAP explainability - logistic regression - combined.png,SHAP feature importance for Logistic Regression: Traditional dataset (left) vs,"SHAP feature importance for Logistic Regression: Traditional dataset (left) vs Combined dataset (right). The traditional model relies heavily on employment duration and income type, while the combined model shifts toward external source scores.",included,,no,no,Logistic Regression,,no
7.1,chap7/fairness_explainability.tex,fig:shap_lr,Logistic Regression,pptx/SHAP explainability - logistic regression - traditional.png,SHAP feature importance for Logistic Regression: Traditional dataset (left) vs,"SHAP feature importance for Logistic Regression: Traditional dataset (left) vs Combined dataset (right). The traditional model relies heavily on employment duration and income type, while the combined model shifts toward external source scores.",included,,no,no,Logistic Regression,,no
7.3,chap7/fairness_explainability.tex,fig:shap_rf,Random Forest,pptx/SHAP explainability - random forest - combined.png,SHAP feature importance for Random Forest: Traditional (left) vs Combined,"SHAP feature importance for Random Forest: Traditional (left) vs Combined (right). External scores dominate in both datasets, with other features contributing substantially less.",included,,no,no,Random Forest,,no
7.3,chap7/fairness_explainability.tex,fig:shap_rf,Random Forest,pptx/SHAP explainability - random forest - traditional.png,SHAP feature importance for Random Forest: Traditional (left) vs Combined,"SHAP feature importance for Random Forest: Traditional (left) vs Combined (right). External scores dominate in both datasets, with other features contributing substantially less.",included,,no,no,Random Forest,,no
7.5,chap7/fairness_explainability.tex,fig:shap_xgb,XGBoost,pptx/SHAP explainability - xgboost - combined.png,SHAP feature importance for XGBoost: Traditional (left) vs Combined (right),"SHAP feature importance for XGBoost: Traditional (left) vs Combined (right). The combined model incorporates a wider variety of engineered features, spreading predictive influence across more diverse financial behaviours.",included,,no,no,XGBoost,,no
7.5,chap7/fairness_explainability.tex,fig:shap_xgb,XGBoost,pptx/SHAP explainability - xgboost - traditional.png,SHAP feature importance for XGBoost: Traditional (left) vs Combined (right),"SHAP feature importance for XGBoost: Traditional (left) vs Combined (right). The combined model incorporates a wider variety of engineered features, spreading predictive influence across more diverse financial behaviours.",included,,no,no,XGBoost,,no
4.4,chap4/feature_engineering.tex,fig:correlation_matrix,Correlation-Based Removal,pptx/correlation matrix.png,Correlation matrix of key features showing multicollinearity patterns,Correlation matrix of key features showing multicollinearity patterns. Notable pairs include AMT\_CREDIT/AMT\_GOODS\_PRICE ($r = 0.987$) and AMT\_CREDIT/AMT\_ANNUITY ($r = 0.770$).,included,,no,no,Correlation-Based Removal,,no
6.2,chap6/credit_scoring.tex,fig:default_by_band,Score Band Performance,pptx/customer risk scoring validatoin results - default rate by score band.png,Default Rate by Band,Default rate by score band on the validation set. A clear monotonic decrease in default rate as scores increase validates the scorecard's risk-ranking ability.,included,,no,no,Score Band Performance,,no
6.1,chap6/credit_scoring.tex,fig:score_dist,Score Distribution and Validation,pptx/customer risk scoring validatoin results - score distribution by default status.png,Score Distribution,"Score distribution by default status on the validation set. Defaulters (red) are concentrated in lower score ranges while non-defaulters (blue) cluster in higher ranges, confirming genuine predictive separation.",included,,no,no,Score Distribution and Validation,,no
3.2,chap3/data_collection.tex,fig:data_dict,Data Dictionary,pptx/data dictionary.png,"Data Dictionary showing the key variables across the application table,","Data Dictionary showing the key variables across the application table, including demographic, financial, and external score features.",included,,no,no,Data Dictionary,,no
3.3,chap3/data_collection.tex,fig:data_quality_1,Missing Value Analysis,pptx/data quality analysis - table1.png,Data Quality Analysis Missing Value Summary across the application table,Data Quality Analysis -- Missing Value Summary across the application table. Features are ranked by missingness percentage.,included,,no,no,Missing Value Analysis,,no
3.4,chap3/data_collection.tex,fig:data_quality_2,Missing Value Analysis,pptx/data quality analysis - table2.png,Data Quality Analysis Continuation of missing value summary showing features,Data Quality Analysis -- Continuation of missing value summary showing features with moderate to low missingness.,included,,no,no,Missing Value Analysis,,no
,,,,"pptx/external data analysis - bureau balance, delinquent vs non delinquent records.png",,,duplicate_delete,notebook/home_credit_eda_17_bureau_balance_analysis_36.png,no,no,Chapter 3 / Bureau Data Analysis,fig:bureau_balance_1,yes
,,,,"pptx/external data analysis - distribution of credit active, top 10 credit types.png",,,duplicate_delete,notebook/home_credit_eda_bureau_credit_active_status_di_21.png,no,no,Chapter 3 / Bureau Data Analysis,fig:bureau_detailed_1,yes
3.27,chap3/data_collection.tex,fig:bureau_credits_per_applicant,Bureau Data Analysis (External),pptx/external data analysis - number of bureau credits per applicant.png,Distribution of number of bureau credits per applicant,"Distribution of number of bureau credits per applicant. The mean is approximately 8 credits per applicant, with a heavy right tail extending to 300+.",included,,no,no,Bureau Data Analysis (External),,no
,,,,"pptx/external data analysis - prev applicant contract status, top 10 goods.png",,,duplicate_delete,venky/shap_summary_plot_risk_drivers.png,no,no,Chapter 3 / Previous Application Analysis,fig:prev_app_contract_mix,yes
7.9,chap7/fairness_explainability.tex,fig:fairness_gender,Gender Fairness Analysis,pptx/fairness evaluation by gender.png,Fairness by Gender,"Fairness evaluation by gender across all four model families. Demographic parity disparity varies by model, while equalized odds disparity is uniform---indicating that bias originates from the data, not the algorithm.",included,,no,no,Gender Fairness Analysis,,no
7.11,chap7/fairness_explainability.tex,fig:gender_bias,Gender Bias Analysis: The XNA Group,pptx/gender bias analysis.png,Gender Bias by Group,"Selection rates by gender across all models. The XNA group (non-disclosed gender) reveals a critical failure mode for Logistic Regression, which predicts exactly 0 for this group.",included,,no,no,Gender Bias Analysis: The XNA Group,,no
,,,,pptx/how ai can help in credit scoring - AI in loan underwriting.png,,,intentionally_excluded,,no,no,,,no
,,,,pptx/how ai can help in credit scoring - how does AI work in loan underwriting.png,,,intentionally_excluded,,no,no,,,no
,,,,"pptx/internal behavioural data - POS cash contract status distrbution, dpd distribution.png",,,duplicate_delete,notebook/home_credit_eda_13_pos_cash_balance_analysis_29.png,no,no,Chapter 3 / POS Cash Balance,fig:pos_cash_detailed,yes
,,,,pptx/internal behavioural data - average payment delay by installment version.png,,,duplicate_delete,notebook/home_credit_eda_15_installments_payments_analy_33.png,no,no,Chapter 3 / Installments Payments,fig:installments_detailed,yes
,,,,"pptx/internal behavioural data - credit card contact sales, credit card utilisation ratio.png",,,duplicate_delete,notebook/home_credit_eda_14_credit_card_balance_analysi_31.png,no,no,Chapter 3 / Credit Card Balance,fig:credit_card_detailed,yes
,,,,"pptx/internal behavioural data - paymet delay distribution, payment difference.png",,,duplicate_delete,notebook/home_credit_eda_15_installments_payments_analy_33.png,no,no,Chapter 3 / Installments Payments,fig:installments_detailed,yes
3.17,chap3/data_collection.tex,fig:financial_dist,Financial Variables,"pptx/key feature distributions - AMT_INCOME_TOTAL, AMT_CREDIT, AMT_ANNUITY, AMT_GOODS_PRICE bdistribution by target.png",Financial Distributions,"Distribution of key financial features by default status. Defaulters (orange) show slightly lower medians with wider outlier ranges, but substantial overlap between classes limits individual discriminatory power.",included,,yes,no,Financial Variables,,no
,,,,"pptx/key feature distributions - app distribution by target, default rate by age group.png",,,duplicate_delete,notebook/home_credit_eda_age_distribution_days_birth_ye_12.png,no,no,Chapter 3 / Age Analysis,fig:age_distribution,yes
,,,,pptx/key feature distributions - dfinancial features defaulters vs non defaulters.png,,,duplicate_delete,"pptx/key feature distributions - AMT_INCOME_TOTAL, AMT_CREDIT, AMT_ANNUITY, AMT_GOODS_PRICE bdistribution by target.png",no,no,Chapter 3 / Financial Variables,fig:financial_dist,yes
3.22,chap3/data_collection.tex,fig:ext_source_dist,External Risk Score Analysis,pptx/key feature distributions - external source distributions by target.png,External Scores by Default,"External Source Score distributions by default status. All three scores show clear separation between defaulters and non-defaulters, with defaulters concentrated in the lower score ranges.",included,,yes,no,External Risk Score Analysis,,no
1.1,chap1/introduction_main.tex,fig:model_architecture,Methodology Scope,pptx/model architecture.png,Model Architecture,"Overall model architecture showing the flow from raw data sources through feature engineering, model training, and evaluation.",included,,no,no,Methodology Scope,,no
3.8,chap3/data_collection.tex,fig:target_dist,Target Variable Analysis,pptx/quick summary stats - default vs no default donut.png,Target variable distribution showing 8,"Target variable distribution showing 8.07\% default rate (24,825 defaults out of 307,511 applications). The 1:11.4 class ratio necessitates specialised handling during model training.",included,,no,no,Target Variable Analysis,,no
,,,,pptx/quick summary stats - gender distribution and default by category.png,,,duplicate_delete,notebook/home_credit_eda_contract_type_gender_4.png,no,no,Chapter 3 / Contract Type and Gender,fig:contract_gender_2,yes
3.34,chap3/data_collection.tex,fig:predictive_power,Combined Behavioural Uplift,pptx/quick summary stats - predictive power by data source.png,Predictive power contribution by data source,"Predictive power contribution by data source. Application data provides the baseline, while bureau and behavioural tables each contribute incremental predictive signal, totalling approximately 3.1\% AUC uplift.",included,,no,no,Combined Behavioural Uplift,,no
1.3,chap1/introduction_main.tex,fig:stakeholders_bureau,Stakeholder Analysis,pptx/stakeholders - credit bureau companies.png,"Credit Bureau Companies key concerns include ROI, integration complexity, and","Credit Bureau Companies -- key concerns include ROI, integration complexity, and strategic fit.",included,,no,no,Stakeholder Analysis,,no
1.4,chap1/introduction_main.tex,fig:stakeholders_regulators,Stakeholder Analysis,pptx/stakeholders - regulators.png,"Regulators \& Governments key concerns include risk exposure, data governance,","Regulators \& Governments -- key concerns include risk exposure, data governance, and model fairness.",included,,no,no,Stakeholder Analysis,,no
1.2,chap1/introduction_main.tex,fig:stakeholders_banking,Stakeholder Analysis,pptx/stakeholders-banking and financial partners.png,"Banking \& Financial Partners key concerns include profitability, customer trust,","Banking \& Financial Partners -- key concerns include profitability, customer trust, and data privacy.",included,,no,no,Stakeholder Analysis,,no
4.1,chap4/feature_engineering.tex,fig:trad_vs_alt,Traditional vs Alternative Data Strategy,pptx/why two data startegies - traditional + alternative data.png,Traditional Data strategy (left) versus Combined Traditional + Alternative Data,Traditional Data strategy (left) versus Combined Traditional + Alternative Data strategy (right). The traditional approach captures \textit{who} the applicant is at the time of application; the combined approach additionally captures \textit{how} the applicant behaves with credit over time.,included,,no,no,Traditional vs Alternative Data Strategy,,no
4.1,chap4/feature_engineering.tex,fig:trad_vs_alt,Traditional vs Alternative Data Strategy,pptx/why two data startegies - traditional data.png,Traditional Data strategy (left) versus Combined Traditional + Alternative Data,Traditional Data strategy (left) versus Combined Traditional + Alternative Data strategy (right). The traditional approach captures \textit{who} the applicant is at the time of application; the combined approach additionally captures \textit{how} the applicant behaves with credit over time.,included,,no,no,Traditional vs Alternative Data Strategy,,no
4.2,chap4/feature_engineering.tex,fig:woe_iv,WoE/IV Feature Selection,pptx/woe iv feature selection - combined pipeline.png,Combined WoE and IV,"WoE/IV feature-selection results for the combined pipeline. The overall IV distribution shows that while most features are individually weak, approximately 70 features exceed the usability threshold.",included,,no,no,WoE/IV Feature Selection,,no
,,,,rag_session.png,,,non_dissertation_asset,,no,no,,,no
,,,,texstudio_build.png,,,non_dissertation_asset,,no,no,,,no
,,,,texstudio_commands.png,,,non_dissertation_asset,,no,no,,,no
,,,,umlogo_crest_gray.jpg,,,non_dissertation_asset,,no,no,,,no
,,,,umlogo_crest_gray1.jpg,,,non_dissertation_asset,,no,no,,,no
,,,,umlogo_crest_gray2.jpg,,,non_dissertation_asset,,no,no,,,no
,,,,umlogo_crest_red.jpg,,,non_dissertation_asset,,no,no,,,no
,,,,umlogo_full_red.jpg,,,non_dissertation_asset,,no,no,,,no
,,,,umlogo_full_red1.jpg,,,non_dissertation_asset,,no,no,,,no
D.2,appD/appendix_d_main.tex,fig:calibration_curve_appendix,Modelling Supplementary Figures,venky/calibration_curve_predicted_vs_actual.png,Detailed Calibration Curve,Calibration curve (predicted versus actual default rate). The systematic underprediction at higher predicted probabilities is visible as the curve falls below the ideal diagonal.,included,,no,no,Modelling Supplementary Figures,,no
,,,,venky/correlation_heatmap_of_macro_features.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/distribution_of_external_source_1.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/distribution_of_external_source_2.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/distribution_of_external_source_3.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/education_level_vs_default_risk.png,,,intentionally_excluded,,no,no,,,no
4.3,chap4/feature_engineering.tex,fig:iv_top_features,WoE/IV Feature Selection,venky/fairness_metric_demographic_parity.png,Top IV Features,"Top 30 features by information value for the traditional scorecard feature-selection workflow. The ranking reinforces the dominance of the \texttt{EXT\_SOURCE} variables, followed by bureau exposure, employment duration, and instalment repayment features.",included,,no,no,WoE/IV Feature Selection,,no
,,,,venky/fairness_metric_equalized_odds.png,,,converted_to_table,,yes,yes,Chapter 4 / Feature selection,,yes
,,,,venky/family_status_and_risk_variance.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/feature_importance_baseline_model.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/loan_type_distribution.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/occupation_type_analysis.png,,,intentionally_excluded,,no,no,,,no
4.6,chap4/feature_engineering.tex,fig:pca_variance_ratio,Dimensionality Reduction: PCA Analysis,venky/pca_component_variance_ratio.png,PCA Variance Ratios,PCA component variance ratios showing the rapid decay in explained variance after the first few components. The long tail of components each explaining $<2\%$ of variance reflects the high-dimensional nature of credit risk data.,included,,no,no,Dimensionality Reduction: PCA Analysis,,no
5.10,chap5/predictive_modeling.tex,fig:pr_curve,Model Comparison Summary,venky/precision_recall_curve.png,Precision Recall Curve,"Precision-Recall curve for the champion model. In the imbalanced credit risk setting, the PR curve provides a more informative view than the ROC curve, as it is not inflated by the large number of true negatives~\cite{saito2015}.",included,,no,no,Model Comparison Summary,,no
5.9,chap5/predictive_modeling.tex,fig:roc_champion,Model Comparison Summary,venky/roc_curve_champion_model.png,Champion ROC Curve,"ROC curve for the champion LightGBM model (AUC = 0.78). The curve shows good separation from the diagonal, with performance particularly strong in the low false-positive-rate region most relevant for credit scoring.",included,,no,no,Model Comparison Summary,,no
3.30,chap3/data_collection.tex,fig:prev_app_contract_mix,Previous Application Analysis,venky/shap_summary_plot_risk_drivers.png,Previous Contract Mix,"Previous application contract status by contract type. Consumer loans are overwhelmingly approved, while cash and revolving loans show a more mixed pattern across cancelled, refused, and unused-offer outcomes.",included,,yes,no,Previous Application Analysis,,no
,,,,venky/target_distribution_default_vs_non_default.png,,,intentionally_excluded,,no,no,,,no
,,,,venky/weight_of_evidence_woe_plot_1.png,,,intentionally_excluded,,no,no,Excluded from feature-selection chapter,,yes
,,,,venky/weight_of_evidence_woe_plot_2.png,,,intentionally_excluded,,no,no,Excluded from feature-selection chapter,,yes
